Loan_duration,Credit_history,Purpose,Credit_amount,Savings_status,Employment_length,Installment_commitment,Personal_status,Residence_since,Property_magnitude,Age,Other_payment_plans,House_ownership,Existing_credits,Job,Num_dependents,Class
9.0,existing paid,furniture/equipment,2301.0,300.0,0.5,2.0,female div/dep/mar,4.0,life insurance,22.0,none,rent,1.0,skilled,1.0,1
18.0,existing paid,used car,7511.0,0.0,7.0,1.0,male single,4.0,life insurance,51.0,none,for free,1.0,skilled,2.0,0
12.0,critical/other existing credit,furniture/equipment,1258.0,50.0,0.5,2.0,female div/dep/mar,4.0,life insurance,22.0,none,rent,2.0,unskilled resident,1.0,1
24.0,delayed previously,new car,717.0,0.0,7.0,4.0,male mar/wid,4.0,car,54.0,none,own,2.0,skilled,1.0,1
9.0,existing paid,new car,1549.0,0.0,0.5,4.0,male single,2.0,real estate,35.0,none,own,1.0,unemp/unskilled non res,1.0,1
24.0,critical/other existing credit,education,1597.0,50.0,7.0,4.0,male single,4.0,no known property,54.0,none,for free,2.0,skilled,2.0,1
18.0,critical/other existing credit,radio/tv,1795.0,50.0,7.0,3.0,female div/dep/mar,4.0,real estate,48.0,bank,rent,2.0,unskilled resident,1.0,1
20.0,critical/other existing credit,furniture/equipment,4272.0,50.0,7.0,1.0,female div/dep/mar,4.0,life insurance,24.0,none,own,2.0,skilled,1.0,1
12.0,critical/other existing credit,radio/tv,976.0,0.0,7.0,4.0,male single,4.0,car,35.0,none,own,2.0,skilled,1.0,1
12.0,existing paid,new car,7472.0,0.0,0.0,1.0,female div/dep/mar,2.0,real estate,24.0,none,rent,1.0,unemp/unskilled non res,1.0,1
36.0,existing paid,new car,9271.0,50.0,5.5,2.0,male single,1.0,car,24.0,none,own,1.0,skilled,1.0,0
6.0,existing paid,radio/tv,590.0,50.0,0.5,3.0,male mar/wid,3.0,real estate,26.0,none,own,1.0,unskilled resident,1.0,1
12.0,critical/other existing credit,radio/tv,930.0,0.0,7.0,4.0,male single,4.0,real estate,65.0,none,own,4.0,skilled,1.0,1
42.0,all paid,used car,9283.0,50.0,0.0,1.0,male single,2.0,no known property,55.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,1
15.0,no credits/all paid,new car,1778.0,50.0,0.5,2.0,female div/dep/mar,1.0,real estate,26.0,none,rent,2.0,unemp/unskilled non res,1.0,0
8.0,existing paid,business,907.0,50.0,0.5,3.0,male mar/wid,2.0,real estate,26.0,none,own,1.0,skilled,1.0,1
6.0,existing paid,radio/tv,484.0,50.0,5.5,3.0,male mar/wid,3.0,real estate,28.0,bank,own,1.0,unskilled resident,1.0,1
36.0,critical/other existing credit,used car,9629.0,50.0,5.5,4.0,male single,4.0,car,24.0,none,own,2.0,skilled,1.0,0
48.0,existing paid,domestic appliance,3051.0,50.0,2.5,3.0,male single,4.0,car,54.0,none,own,1.0,skilled,1.0,0
48.0,existing paid,new car,3931.0,50.0,5.5,4.0,male single,4.0,no known property,46.0,none,for free,1.0,skilled,2.0,0
36.0,delayed previously,new car,7432.0,50.0,2.5,2.0,female div/dep/mar,2.0,life insurance,54.0,none,rent,1.0,skilled,1.0,1
6.0,existing paid,domestic appliance,1338.0,750.0,2.5,1.0,male div/sep,4.0,real estate,62.0,none,own,1.0,skilled,1.0,1
6.0,critical/other existing credit,radio/tv,1554.0,50.0,5.5,1.0,female div/dep/mar,2.0,car,24.0,none,rent,2.0,skilled,1.0,1
36.0,existing paid,other,15857.0,50.0,0.0,2.0,male div/sep,3.0,car,43.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
18.0,existing paid,radio/tv,1345.0,50.0,2.5,4.0,male mar/wid,3.0,real estate,26.0,bank,own,1.0,skilled,1.0,0
12.0,existing paid,new car,1101.0,50.0,2.5,3.0,male mar/wid,2.0,real estate,27.0,none,own,2.0,skilled,1.0,1
12.0,existing paid,radio/tv,3016.0,50.0,2.5,3.0,male mar/wid,1.0,car,24.0,none,own,1.0,skilled,1.0,1
36.0,existing paid,furniture/equipment,2712.0,50.0,7.0,2.0,male single,2.0,life insurance,41.0,bank,own,1.0,skilled,2.0,0
8.0,critical/other existing credit,new car,731.0,50.0,7.0,4.0,male single,4.0,real estate,47.0,none,own,2.0,unskilled resident,1.0,1
18.0,critical/other existing credit,furniture/equipment,3780.0,50.0,0.5,3.0,male div/sep,2.0,car,35.0,none,own,2.0,high qualif/self emp/mgmt,1.0,1
21.0,critical/other existing credit,new car,1602.0,50.0,7.0,4.0,male mar/wid,3.0,car,30.0,none,own,2.0,skilled,1.0,1
18.0,critical/other existing credit,new car,3966.0,50.0,7.0,1.0,female div/dep/mar,4.0,real estate,33.0,bank,rent,3.0,skilled,1.0,0
18.0,no credits/all paid,business,4165.0,50.0,2.5,2.0,male single,2.0,car,36.0,stores,own,2.0,skilled,2.0,0
36.0,existing paid,used car,8335.0,0.0,7.0,3.0,male single,4.0,no known property,47.0,none,for free,1.0,skilled,1.0,0
48.0,delayed previously,business,6681.0,0.0,2.5,4.0,male single,4.0,no known property,38.0,none,for free,1.0,skilled,2.0,1
24.0,delayed previously,business,2375.0,750.0,2.5,4.0,male single,2.0,car,44.0,none,own,2.0,skilled,2.0,1
18.0,existing paid,new car,1216.0,50.0,0.5,4.0,female div/dep/mar,3.0,car,23.0,none,rent,1.0,skilled,1.0,0
45.0,no credits/all paid,business,11816.0,50.0,7.0,2.0,male single,4.0,car,29.0,none,rent,2.0,skilled,1.0,0
24.0,existing paid,radio/tv,5084.0,0.0,7.0,2.0,female div/dep/mar,4.0,car,42.0,none,own,1.0,skilled,1.0,1
15.0,existing paid,radio/tv,2327.0,50.0,0.5,2.0,female div/dep/mar,3.0,real estate,25.0,none,own,1.0,unskilled resident,1.0,0
12.0,no credits/all paid,new car,1082.0,50.0,2.5,4.0,male single,4.0,car,48.0,bank,own,2.0,skilled,1.0,0
12.0,existing paid,radio/tv,886.0,0.0,2.5,4.0,female div/dep/mar,2.0,car,21.0,none,own,1.0,skilled,1.0,1
4.0,existing paid,furniture/equipment,601.0,50.0,0.5,1.0,female div/dep/mar,3.0,real estate,23.0,none,rent,1.0,unskilled resident,2.0,1
24.0,critical/other existing credit,used car,2957.0,50.0,7.0,4.0,male single,4.0,life insurance,63.0,none,own,2.0,skilled,1.0,1
24.0,critical/other existing credit,radio/tv,2611.0,50.0,7.0,4.0,male mar/wid,3.0,real estate,46.0,none,own,2.0,skilled,1.0,1
36.0,existing paid,furniture/equipment,5179.0,50.0,5.5,4.0,male single,2.0,life insurance,29.0,none,own,1.0,skilled,1.0,0
21.0,delayed previously,used car,2993.0,50.0,2.5,3.0,male single,2.0,real estate,28.0,stores,own,2.0,unskilled resident,1.0,1
18.0,existing paid,repairs,1943.0,50.0,0.5,4.0,female div/dep/mar,4.0,real estate,23.0,none,own,1.0,skilled,1.0,0
24.0,all paid,business,1559.0,50.0,5.5,4.0,male single,4.0,car,50.0,bank,own,1.0,skilled,1.0,1
18.0,existing paid,furniture/equipment,3422.0,50.0,7.0,4.0,male single,4.0,life insurance,47.0,bank,own,3.0,skilled,2.0,1
21.0,existing paid,furniture/equipment,3976.0,0.0,5.5,2.0,male single,3.0,car,35.0,none,own,1.0,skilled,1.0,1
18.0,existing paid,new car,6761.0,0.0,2.5,2.0,male single,4.0,car,68.0,none,rent,2.0,skilled,1.0,0
24.0,existing paid,new car,1249.0,50.0,0.5,4.0,male mar/wid,2.0,real estate,28.0,none,own,1.0,skilled,1.0,1
9.0,existing paid,radio/tv,1364.0,50.0,5.5,3.0,male single,4.0,real estate,59.0,none,own,1.0,skilled,1.0,1
12.0,existing paid,radio/tv,709.0,50.0,7.0,4.0,male single,4.0,real estate,57.0,stores,own,1.0,unskilled resident,1.0,0
20.0,critical/other existing credit,new car,2235.0,50.0,2.5,4.0,male mar/wid,2.0,life insurance,33.0,bank,rent,2.0,skilled,1.0,0
24.0,critical/other existing credit,used car,4042.0,0.0,5.5,3.0,male single,4.0,life insurance,43.0,none,own,2.0,skilled,1.0,1
15.0,critical/other existing credit,radio/tv,1471.0,50.0,2.5,4.0,male single,4.0,no known property,35.0,none,for free,2.0,skilled,1.0,1
18.0,all paid,new car,1442.0,50.0,5.5,4.0,male single,4.0,no known property,32.0,none,for free,2.0,unskilled resident,2.0,0
36.0,delayed previously,new car,10875.0,50.0,7.0,2.0,male single,2.0,car,45.0,none,own,2.0,skilled,2.0,1
24.0,existing paid,new car,1474.0,300.0,0.5,4.0,male mar/wid,3.0,real estate,33.0,none,own,1.0,skilled,1.0,1
10.0,existing paid,retraining,894.0,0.0,5.5,4.0,female div/dep/mar,3.0,life insurance,40.0,none,own,1.0,skilled,1.0,1
15.0,critical/other existing credit,furniture/equipment,3343.0,50.0,2.5,4.0,male single,2.0,no known property,28.0,none,for free,1.0,skilled,1.0,1
15.0,existing paid,new car,3959.0,50.0,2.5,3.0,female div/dep/mar,2.0,life insurance,29.0,none,own,1.0,skilled,1.0,0
9.0,existing paid,new car,3577.0,300.0,2.5,1.0,male single,2.0,real estate,26.0,none,rent,1.0,skilled,2.0,1
24.0,critical/other existing credit,used car,5804.0,1000.0,2.5,4.0,male single,2.0,real estate,27.0,none,own,2.0,skilled,1.0,1
18.0,delayed previously,business,2169.0,50.0,2.5,4.0,male mar/wid,2.0,car,28.0,none,own,1.0,skilled,1.0,0
24.0,existing paid,radio/tv,2439.0,50.0,0.5,4.0,female div/dep/mar,4.0,real estate,35.0,none,own,1.0,skilled,1.0,0
27.0,critical/other existing credit,furniture/equipment,4526.0,1000.0,0.5,4.0,male single,2.0,real estate,32.0,stores,own,2.0,unskilled resident,2.0,1
10.0,existing paid,furniture/equipment,2210.0,50.0,2.5,2.0,male single,2.0,real estate,25.0,bank,rent,1.0,unskilled resident,1.0,0
15.0,existing paid,furniture/equipment,2221.0,750.0,2.5,2.0,female div/dep/mar,4.0,car,20.0,none,rent,1.0,skilled,1.0,1
18.0,existing paid,radio/tv,2389.0,50.0,0.5,4.0,female div/dep/mar,1.0,car,27.0,stores,own,1.0,skilled,1.0,1
12.0,critical/other existing credit,furniture/equipment,3331.0,50.0,7.0,2.0,male single,4.0,life insurance,42.0,stores,own,1.0,skilled,1.0,1
36.0,existing paid,business,7409.0,0.0,7.0,3.0,male single,2.0,life insurance,37.0,none,own,2.0,skilled,1.0,1
12.0,existing paid,furniture/equipment,652.0,50.0,7.0,4.0,female div/dep/mar,4.0,life insurance,24.0,none,rent,1.0,skilled,1.0,1
36.0,delayed previously,furniture/equipment,7678.0,750.0,5.5,2.0,female div/dep/mar,4.0,car,40.0,none,own,2.0,skilled,1.0,1
6.0,critical/other existing credit,new car,1343.0,50.0,7.0,1.0,male single,4.0,real estate,46.0,none,own,2.0,skilled,2.0,1
24.0,critical/other existing credit,business,1382.0,300.0,5.5,4.0,male single,1.0,real estate,26.0,none,own,2.0,skilled,1.0,1
15.0,existing paid,domestic appliance,874.0,0.0,0.5,4.0,female div/dep/mar,1.0,real estate,24.0,none,own,1.0,skilled,1.0,1
12.0,existing paid,furniture/equipment,3590.0,50.0,2.5,2.0,male single,2.0,life insurance,29.0,none,own,1.0,unskilled resident,2.0,1
11.0,critical/other existing credit,new car,1322.0,1000.0,2.5,4.0,female div/dep/mar,4.0,car,40.0,none,own,2.0,skilled,1.0,1
18.0,all paid,radio/tv,1940.0,50.0,0.5,3.0,male single,4.0,no known property,36.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,1
36.0,existing paid,radio/tv,3595.0,50.0,7.0,4.0,male single,2.0,car,28.0,none,own,1.0,skilled,1.0,1
9.0,existing paid,new car,1422.0,50.0,0.5,3.0,male single,2.0,no known property,27.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,0
30.0,critical/other existing credit,radio/tv,6742.0,0.0,5.5,2.0,male single,3.0,life insurance,36.0,none,own,2.0,skilled,1.0,1
24.0,existing paid,used car,7814.0,50.0,5.5,3.0,male single,3.0,car,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
24.0,existing paid,used car,9277.0,0.0,2.5,2.0,male div/sep,4.0,no known property,48.0,none,for free,1.0,skilled,1.0,1
30.0,critical/other existing credit,new car,2181.0,0.0,7.0,4.0,male single,4.0,real estate,36.0,none,own,2.0,skilled,1.0,1
18.0,critical/other existing credit,radio/tv,1098.0,50.0,0.0,4.0,female div/dep/mar,4.0,car,65.0,none,own,2.0,unemp/unskilled non res,1.0,1
24.0,existing paid,furniture/equipment,4057.0,50.0,5.5,3.0,male div/sep,3.0,car,43.0,none,own,1.0,skilled,1.0,0
12.0,existing paid,education,795.0,50.0,0.5,4.0,female div/dep/mar,4.0,life insurance,53.0,none,own,1.0,skilled,1.0,0
24.0,critical/other existing credit,business,2825.0,0.0,5.5,4.0,male single,3.0,no known property,34.0,none,own,2.0,skilled,2.0,1
48.0,existing paid,business,15672.0,50.0,2.5,2.0,male single,2.0,car,23.0,none,own,1.0,skilled,1.0,0
36.0,critical/other existing credit,new car,6614.0,50.0,7.0,4.0,male single,4.0,car,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,1
28.0,all paid,used car,7824.0,0.0,0.5,3.0,male single,4.0,real estate,40.0,bank,rent,2.0,skilled,2.0,1
27.0,critical/other existing credit,business,2442.0,50.0,7.0,4.0,male single,4.0,car,43.0,stores,own,4.0,high qualif/self emp/mgmt,2.0,1
15.0,critical/other existing credit,radio/tv,1829.0,50.0,7.0,4.0,male single,4.0,car,46.0,none,own,2.0,skilled,1.0,1
12.0,critical/other existing credit,new car,2171.0,50.0,2.5,4.0,male single,4.0,life insurance,38.0,bank,own,2.0,unskilled resident,1.0,1
36.0,critical/other existing credit,used car,5800.0,50.0,2.5,3.0,male single,4.0,car,34.0,none,own,2.0,skilled,1.0,1
18.0,critical/other existing credit,radio/tv,1169.0,0.0,2.5,4.0,male single,3.0,life insurance,29.0,none,own,2.0,skilled,1.0,1
36.0,delayed previously,used car,8947.0,0.0,5.5,3.0,male single,2.0,car,31.0,stores,own,1.0,high qualif/self emp/mgmt,2.0,1
21.0,existing paid,radio/tv,2606.0,50.0,0.5,4.0,female div/dep/mar,4.0,life insurance,28.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,1
12.0,critical/other existing credit,furniture/equipment,1592.0,1000.0,5.5,3.0,female div/dep/mar,2.0,life insurance,35.0,none,own,1.0,skilled,1.0,1
15.0,existing paid,furniture/equipment,2186.0,0.0,5.5,1.0,female div/dep/mar,4.0,real estate,33.0,bank,rent,1.0,unskilled resident,1.0,1
18.0,existing paid,furniture/equipment,4153.0,50.0,2.5,2.0,male single,3.0,car,42.0,none,own,1.0,skilled,1.0,0
16.0,critical/other existing credit,new car,2625.0,50.0,7.0,2.0,male single,4.0,life insurance,43.0,bank,rent,1.0,skilled,1.0,0
20.0,critical/other existing credit,new car,3485.0,0.0,0.5,2.0,male div/sep,4.0,real estate,44.0,none,own,2.0,skilled,1.0,1
36.0,critical/other existing credit,used car,10477.0,0.0,7.0,2.0,male single,4.0,no known property,42.0,none,for free,2.0,skilled,1.0,1
15.0,existing paid,radio/tv,1386.0,0.0,2.5,4.0,male mar/wid,2.0,real estate,40.0,none,rent,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,1278.0,50.0,7.0,4.0,male single,1.0,real estate,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
12.0,existing paid,radio/tv,1107.0,50.0,2.5,2.0,male single,2.0,real estate,20.0,none,rent,1.0,high qualif/self emp/mgmt,2.0,1
21.0,existing paid,new car,3763.0,0.0,5.5,2.0,male single,2.0,real estate,24.0,none,own,1.0,unskilled resident,1.0,1
36.0,existing paid,education,3711.0,0.0,2.5,2.0,male mar/wid,2.0,car,27.0,none,own,1.0,skilled,1.0,1
15.0,delayed previously,used car,3594.0,50.0,0.5,1.0,female div/dep/mar,2.0,life insurance,46.0,none,own,2.0,unskilled resident,1.0,1
9.0,existing paid,new car,3195.0,0.0,2.5,1.0,female div/dep/mar,2.0,real estate,33.0,none,own,1.0,unskilled resident,1.0,1
36.0,delayed previously,radio/tv,4454.0,50.0,2.5,4.0,female div/dep/mar,4.0,real estate,34.0,none,own,2.0,skilled,1.0,1
24.0,critical/other existing credit,furniture/equipment,4736.0,50.0,0.5,2.0,female div/dep/mar,4.0,car,25.0,bank,own,1.0,unskilled resident,1.0,0
30.0,existing paid,radio/tv,2991.0,0.0,7.0,2.0,female div/dep/mar,4.0,car,25.0,none,own,1.0,skilled,1.0,1
11.0,existing paid,business,2142.0,1000.0,7.0,1.0,male div/sep,2.0,real estate,28.0,none,own,1.0,skilled,1.0,1
24.0,all paid,business,3161.0,50.0,2.5,4.0,male single,2.0,life insurance,31.0,none,rent,1.0,skilled,1.0,0
48.0,no credits/all paid,other,18424.0,50.0,2.5,1.0,female div/dep/mar,2.0,life insurance,32.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,0
10.0,existing paid,used car,2848.0,300.0,2.5,1.0,male single,2.0,real estate,32.0,none,own,1.0,skilled,2.0,1
6.0,existing paid,new car,14896.0,50.0,7.0,1.0,male single,4.0,no known property,68.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,0
24.0,existing paid,furniture/equipment,2359.0,300.0,0.0,1.0,male div/sep,1.0,life insurance,33.0,none,own,1.0,skilled,1.0,0
24.0,existing paid,furniture/equipment,3345.0,50.0,7.0,4.0,male single,2.0,life insurance,39.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,0
18.0,critical/other existing credit,furniture/equipment,1817.0,50.0,2.5,4.0,female div/dep/mar,2.0,no known property,28.0,none,own,2.0,skilled,1.0,1
48.0,delayed previously,radio/tv,12749.0,750.0,5.5,4.0,male single,1.0,car,37.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
9.0,existing paid,radio/tv,1366.0,50.0,0.5,3.0,female div/dep/mar,4.0,life insurance,22.0,none,rent,1.0,skilled,1.0,0
12.0,existing paid,new car,2002.0,50.0,5.5,3.0,male single,4.0,life insurance,30.0,none,rent,1.0,skilled,2.0,1
24.0,all paid,furniture/equipment,6872.0,50.0,0.5,2.0,male div/sep,1.0,life insurance,55.0,bank,own,1.0,skilled,1.0,0
12.0,all paid,new car,697.0,50.0,0.5,4.0,male single,2.0,car,46.0,bank,own,2.0,skilled,1.0,0
18.0,critical/other existing credit,furniture/equipment,1049.0,50.0,0.5,4.0,female div/dep/mar,4.0,life insurance,21.0,none,rent,1.0,skilled,1.0,1
48.0,existing paid,used car,10297.0,50.0,5.5,4.0,male single,4.0,no known property,39.0,stores,for free,3.0,skilled,2.0,0
30.0,existing paid,radio/tv,1867.0,0.0,7.0,4.0,male single,4.0,car,58.0,none,own,1.0,skilled,1.0,1
12.0,delayed previously,new car,1344.0,50.0,2.5,4.0,male single,2.0,real estate,43.0,none,own,2.0,unskilled resident,2.0,1
24.0,existing paid,furniture/equipment,1747.0,50.0,0.5,4.0,male single,1.0,life insurance,24.0,none,own,1.0,unskilled resident,1.0,1
9.0,existing paid,radio/tv,1670.0,50.0,0.5,4.0,female div/dep/mar,2.0,car,22.0,none,own,1.0,skilled,1.0,0
9.0,critical/other existing credit,new car,1224.0,50.0,2.5,3.0,male single,1.0,real estate,30.0,none,own,2.0,skilled,1.0,1
12.0,critical/other existing credit,radio/tv,522.0,750.0,7.0,4.0,male single,4.0,life insurance,42.0,none,own,2.0,skilled,2.0,1
12.0,existing paid,radio/tv,1498.0,50.0,2.5,4.0,female div/dep/mar,1.0,car,23.0,bank,own,1.0,skilled,1.0,1
30.0,delayed previously,radio/tv,1919.0,300.0,0.5,4.0,male single,3.0,no known property,30.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,0
9.0,existing paid,radio/tv,745.0,50.0,2.5,3.0,female div/dep/mar,2.0,real estate,28.0,none,own,1.0,unskilled resident,1.0,0
6.0,existing paid,radio/tv,2063.0,50.0,0.5,4.0,male mar/wid,3.0,car,30.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,1
60.0,existing paid,education,6288.0,50.0,2.5,4.0,male single,4.0,no known property,42.0,none,for free,1.0,skilled,1.0,0
24.0,critical/other existing credit,used car,6842.0,0.0,2.5,2.0,male single,4.0,life insurance,46.0,none,own,2.0,high qualif/self emp/mgmt,2.0,1
12.0,existing paid,new car,3527.0,0.0,0.5,2.0,male single,3.0,life insurance,45.0,none,own,1.0,high qualif/self emp/mgmt,2.0,1
10.0,existing paid,new car,1546.0,50.0,2.5,3.0,male single,2.0,real estate,31.0,none,own,1.0,unskilled resident,2.0,1
24.0,existing paid,furniture/equipment,929.0,0.0,5.5,4.0,male single,2.0,car,31.0,stores,own,1.0,skilled,1.0,1
4.0,critical/other existing credit,new car,1455.0,50.0,5.5,2.0,male single,1.0,real estate,42.0,none,own,3.0,unskilled resident,2.0,1
15.0,existing paid,furniture/equipment,1845.0,50.0,0.5,4.0,female div/dep/mar,1.0,life insurance,46.0,none,rent,1.0,skilled,1.0,1
48.0,no credits/all paid,new car,8358.0,750.0,0.5,1.0,female div/dep/mar,1.0,car,30.0,none,own,2.0,skilled,1.0,1
24.0,all paid,furniture/equipment,3349.0,750.0,0.5,4.0,male single,4.0,no known property,30.0,none,for free,1.0,skilled,2.0,0
12.0,existing paid,new car,2859.0,0.0,0.0,4.0,male single,4.0,no known property,38.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
18.0,existing paid,furniture/equipment,1533.0,50.0,0.5,4.0,male mar/wid,1.0,life insurance,43.0,none,own,1.0,unskilled resident,2.0,0
24.0,existing paid,radio/tv,3621.0,300.0,7.0,2.0,male single,4.0,car,31.0,none,own,2.0,skilled,1.0,0
18.0,critical/other existing credit,business,3590.0,50.0,0.0,3.0,male mar/wid,3.0,car,40.0,none,own,3.0,unemp/unskilled non res,2.0,1
36.0,delayed previously,business,2145.0,50.0,5.5,2.0,male single,1.0,car,24.0,none,own,2.0,skilled,1.0,0
24.0,existing paid,used car,4113.0,750.0,0.5,3.0,female div/dep/mar,4.0,car,28.0,none,rent,1.0,skilled,1.0,0
36.0,existing paid,furniture/equipment,10974.0,50.0,0.0,4.0,female div/dep/mar,2.0,car,26.0,none,own,2.0,high qualif/self emp/mgmt,1.0,0
12.0,existing paid,new car,1893.0,50.0,2.5,4.0,female div/dep/mar,4.0,life insurance,29.0,none,own,1.0,skilled,1.0,1
24.0,critical/other existing credit,radio/tv,1231.0,1000.0,7.0,4.0,female div/dep/mar,4.0,life insurance,57.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,1
30.0,critical/other existing credit,radio/tv,3656.0,0.0,7.0,4.0,male single,4.0,life insurance,49.0,stores,own,2.0,unskilled resident,1.0,1
9.0,critical/other existing credit,radio/tv,1154.0,50.0,7.0,2.0,male single,4.0,real estate,37.0,none,own,3.0,unskilled resident,1.0,1
28.0,existing paid,new car,4006.0,50.0,2.5,3.0,male single,2.0,car,45.0,none,own,1.0,unskilled resident,1.0,0
24.0,existing paid,furniture/equipment,3069.0,300.0,7.0,4.0,male single,4.0,no known property,30.0,none,for free,1.0,skilled,1.0,1
6.0,critical/other existing credit,radio/tv,1740.0,50.0,7.0,2.0,male mar/wid,2.0,real estate,30.0,none,rent,2.0,skilled,1.0,1
21.0,delayed previously,new car,2353.0,50.0,2.5,1.0,male div/sep,4.0,life insurance,47.0,none,own,2.0,skilled,1.0,1
15.0,existing paid,new car,3556.0,0.0,2.5,3.0,male single,2.0,no known property,29.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,2397.0,750.0,7.0,3.0,male single,2.0,car,35.0,bank,own,2.0,skilled,1.0,0
6.0,existing paid,repairs,454.0,50.0,0.5,3.0,male mar/wid,1.0,life insurance,22.0,none,own,1.0,unskilled resident,1.0,1
30.0,existing paid,radio/tv,1715.0,0.0,2.5,4.0,female div/dep/mar,1.0,car,26.0,none,own,1.0,skilled,1.0,1
27.0,critical/other existing credit,radio/tv,2520.0,750.0,2.5,4.0,male single,2.0,life insurance,23.0,none,own,2.0,unskilled resident,1.0,0
15.0,existing paid,radio/tv,3568.0,50.0,7.0,4.0,female div/dep/mar,2.0,car,54.0,bank,rent,1.0,high qualif/self emp/mgmt,1.0,1
42.0,existing paid,radio/tv,7166.0,0.0,5.5,2.0,male mar/wid,4.0,life insurance,29.0,none,rent,1.0,skilled,1.0,1
11.0,critical/other existing credit,new car,3939.0,50.0,2.5,1.0,male single,2.0,real estate,40.0,none,own,2.0,unskilled resident,2.0,1
15.0,existing paid,repairs,1514.0,300.0,2.5,4.0,male single,2.0,real estate,22.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,new car,7393.0,50.0,2.5,1.0,male single,4.0,life insurance,43.0,none,own,1.0,unskilled resident,2.0,1
24.0,all paid,new car,1193.0,50.0,0.0,1.0,female div/dep/mar,4.0,no known property,29.0,none,rent,2.0,unemp/unskilled non res,1.0,0
60.0,existing paid,business,7297.0,50.0,7.0,4.0,male single,4.0,no known property,36.0,none,rent,1.0,skilled,1.0,0
30.0,critical/other existing credit,radio/tv,2831.0,50.0,2.5,4.0,female div/dep/mar,2.0,car,33.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,radio/tv,1258.0,750.0,2.5,3.0,female div/dep/mar,3.0,car,57.0,none,own,1.0,unskilled resident,1.0,1
6.0,existing paid,radio/tv,753.0,50.0,2.5,2.0,female div/dep/mar,3.0,real estate,64.0,none,own,1.0,skilled,1.0,1
18.0,delayed previously,business,2427.0,0.0,7.0,4.0,male single,2.0,life insurance,42.0,none,own,2.0,skilled,1.0,1
24.0,delayed previously,new car,2538.0,50.0,7.0,4.0,male single,4.0,car,47.0,none,own,2.0,unskilled resident,2.0,0
15.0,all paid,new car,1264.0,300.0,2.5,2.0,male mar/wid,2.0,life insurance,25.0,none,rent,1.0,skilled,1.0,0
30.0,critical/other existing credit,furniture/equipment,8386.0,50.0,5.5,2.0,male single,2.0,life insurance,49.0,none,own,1.0,skilled,1.0,0
48.0,existing paid,business,4844.0,50.0,0.0,3.0,male single,2.0,car,33.0,bank,rent,1.0,high qualif/self emp/mgmt,1.0,0
21.0,existing paid,new car,2923.0,300.0,2.5,1.0,female div/dep/mar,1.0,car,28.0,bank,own,1.0,high qualif/self emp/mgmt,1.0,1
36.0,existing paid,used car,8229.0,50.0,2.5,2.0,male single,2.0,life insurance,26.0,none,own,1.0,skilled,2.0,0
24.0,critical/other existing credit,furniture/equipment,2028.0,50.0,5.5,2.0,male single,2.0,life insurance,30.0,none,own,2.0,unskilled resident,1.0,1
15.0,critical/other existing credit,furniture/equipment,1433.0,50.0,2.5,4.0,female div/dep/mar,3.0,life insurance,25.0,none,rent,2.0,skilled,1.0,1
42.0,no credits/all paid,business,6289.0,50.0,0.5,2.0,male div/sep,1.0,life insurance,33.0,none,own,2.0,skilled,1.0,1
13.0,existing paid,radio/tv,1409.0,300.0,0.0,2.0,female div/dep/mar,4.0,real estate,64.0,none,own,1.0,skilled,1.0,1
24.0,existing paid,used car,6579.0,50.0,0.0,4.0,male single,2.0,no known property,29.0,none,for free,1.0,high qualif/self emp/mgmt,1.0,1
24.0,critical/other existing credit,radio/tv,1743.0,50.0,7.0,4.0,male single,2.0,life insurance,48.0,none,own,2.0,unskilled resident,1.0,1
12.0,critical/other existing credit,education,3565.0,0.0,0.5,2.0,male single,1.0,life insurance,37.0,none,own,2.0,unskilled resident,2.0,1
15.0,all paid,radio/tv,1569.0,300.0,7.0,4.0,male single,4.0,car,34.0,bank,own,1.0,unskilled resident,2.0,1
18.0,existing paid,radio/tv,1936.0,0.0,5.5,2.0,male mar/wid,4.0,car,23.0,none,rent,2.0,unskilled resident,1.0,1
36.0,existing paid,furniture/equipment,3959.0,50.0,0.0,4.0,male single,3.0,life insurance,30.0,none,own,1.0,high qualif/self emp/mgmt,1.0,1
